Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
28.239167	104324	93802	115416	107017	156344	127151	170992	204312	106538	135318	102646	57249	162991	151167	77894	100597	126750	101141	88294	16472	105510	18973	59250	158140	19545	20791	21098	182120	21318	21400	35493	35482	34324	34632	33804	35387	73196	81268	75872	78952	83191	78000	51343	69189	116125	52254	57198	57181	74693	110153	88216	68165	81397	73266	27297	59812	59365	60373	79870	69837	57339	15134	14623	15285	15817	16048	16716	16631	16436	15999	16085	15816	23138	23105	24545	24096	24240	26797	50238	58391	54902	53580	52338	54763
28.278333	103372	92909	116935	107442	156522	128249	180521	184017	104104	140038	103091	59175	165154	142404	78241	97397	125301	98900	90734	16131	100512	18674	64645	138684	20349	20921	20750	181726	20666	21339	35217	35795	34321	35054	33784	36527	72511	80432	75534	77687	81412	78887	51136	70561	113917	52045	57286	56678	82616	105847	77634	67649	80207	74656	30470	57461	59813	61120	79903	69986	57541	15593	14747	14917	15572	16043	16600	16941	16446	16159	15975	15666	23243	23587	24143	23748	23359	27177	50698	58176	54311	53031	52743	55240
28.317500	104203	92514	115000	107065	155707	127026	155115	196368	107810	139500	102567	59281	158296	126778	77215	99274	126730	100226	89946	16394	108839	19487	70217	153049	19849	20666	20826	181582	20426	21403	35740	36117	34390	35172	34611	35874	73022	81245	76345	79011	81528	78342	51119	71508	114505	52727	57149	56994	76189	115223	87351	66276	80820	70048	29888	55764	59078	63850	78993	68845	59852	15655	14428	15099	15508	15979	16746	16670	17079	16606	16009	15685	22976	23129	24388	24588	23643	27023	49687	58104	54707	52100	52412	55320
28.356667	103250	92973	116080	107302	156649	127370	165587	217445	108547	141752	103581	57798	165674	151905	77032	102132	126841	99599	91865	16419	103515	19508	75514	152295	19740	20789	20973	182285	20841	21894	35022	35741	34448	35628	34281	35406	74048	80807	75260	78644	81413	78735	50876	70246	113801	52548	57856	56465	81057	100789	85475	68730	80955	74703	30511	55409	58811	60564	77232	70902	58276	15217	14607	14823	15612	15772	16810	16695	16099	16140	15669	15970	23119	22923	24442	23993	23606	27237	50902	58592	55393	51953	52331	54374
28.395833	104691	93029	115152	107242	156429	126901	178646	191729	106843	135103	101635	59144	159914	137615	76197	99244	126800	99765	93639	16418	106349	19514	80375	149173	20263	20826	20432	182025	21253	21602	35502	36524	34220	35253	34237	36291	73572	81316	75583	78089	82682	78116	50652	71708	115582	52123	57456	56638	80797	112455	80856	67353	81034	75031	29487	57001	58316	61310	77873	67954	57924	15197	14367	15232	15561	15914	16610	16571	16767	16262	16002	15621	23331	23523	24096	24411	23572	27253	50245	58031	54053	53147	51648	54765
28.435000	104988	93011	115486	107405	156233	126627	173374	204243	106109	142427	100677	59256	163887	144463	76964	107791	126920	100865	89162	16778	109162	19499	83992	144048	19878	20681	21042	183017	20946	21376	35556	36645	34852	35003	33990	36252	73155	81801	76163	78119	80920	78647	50882	71359	115719	51625	58128	56924	77764	106752	76226	66956	79380	70772	32846	56175	58467	61558	79074	74320	57800	15524	14700	15182	15629	16101	16580	16560	16398	16385	15872	15855	22689	23152	24561	23971	23826	27421	50296	59123	55212	53184	52096	54936
28.474167	102196	92773	114567	107500	155790	126648	178547	192016	107499	143860	102150	61058	162346	164465	76254	101063	125824	99944	88460	16789	104123	19342	88497	145077	19831	20673	20835	179592	21033	21922	35172	35866	33996	35459	34084	35935	73113	80538	74319	78012	81294	77891	49424	68423	113727	52385	58169	56717	81294	113305	73756	66390	79892	71893	33820	59132	58453	60619	79214	66916	58276	15430	14573	14886	15697	15796	16700	16531	17014	15979	16269	16021	23107	23167	24107	23488	23291	27354	50573	58764	54552	52846	52450	55129
28.513333	101515	93009	115898	106911	155718	126516	150778	191541	108996	139825	99726	59871	152698	131633	74738	105594	127606	99027	85755	16654	107143	19019	92656	149807	19337	20320	20867	180278	21201	21492	35467	36285	33958	35000	34289	35133	73027	80773	74976	77643	82320	77502	49929	69306	112901	51771	57909	57894	80178	112338	76366	67802	81090	72612	32307	55505	59259	62109	79105	66188	56957	15130	14541	15001	15991	16193	16763	16884	16785	16617	15495	16109	23094	23388	24486	23872	23781	27274	50684	58175	54151	52579	51661	55181
28.552500	101522	92810	115862	108086	156050	127442	174894	192021	106237	134041	101440	63852	158659	174204	75303	107075	126881	101415	88236	16866	107303	18450	94802	147139	20067	21227	20528	182223	20893	21465	35399	35897	34079	34787	33835	35833	73018	81216	75644	77876	81551	78294	49928	69588	112190	52004	57803	57788	78227	96323	80893	67480	80843	73003	36579	58784	59349	61718	77575	70799	58145	15617	14178	15406	16139	15930	16702	16571	16752	16278	15874	15846	23225	23321	24403	23791	23833	27097	50827	58919	54068	52974	51729	54630
28.591667	103919	93795	116295	106431	154281	127646	173931	192407	108503	139302	101763	62730	158377	131117	75443	100225	126638	101231	90477	16456	107287	18737	98572	152843	19814	21165	20729	181403	20827	21577	35629	36405	33967	35232	34380	35260	73034	81150	75770	78541	82629	78698	50157	70923	114327	52355	58350	57351	81001	109763	83006	66603	84602	71814	35372	56454	62273	60880	79118	71538	57255	15424	14414	15048	15733	15960	16896	16527	16900	16621	15445	16140	23413	22723	24058	23049	23528	26995	51225	58900	54416	52948	51839	54067
28.630833	103770	92583	115061	105757	154914	127425	185299	207465	110299	138773	101259	60665	163567	144936	77010	103776	127080	105726	91953	16927	100954	19143	101817	144714	19846	21007	21134	181139	21089	21509	34814	35401	33802	34957	34806	35719	72986	81154	75110	78197	81483	78545	50257	69268	117360	52294	57045	56683	73934	106026	91348	66233	83082	74513	37241	56047	60508	59703	77873	75593	58441	15158	14470	15253	15399	15665	16466	16603	16289	16983	16177	16116	22789	23042	23950	24109	23549	26877	50771	58481	54689	52574	51935	54377
28.670000	103974	92515	114826	107554	155145	127783	172726	212633	109308	142406	100513	60995	162745	173004	75750	107147	125328	102730	89775	16293	106313	19429	104329	147322	19860	20965	20986	180957	21191	21433	35162	35894	34056	34923	34193	36085	73546	81419	75723	77837	81414	78259	50399	69849	113736	51713	56967	57539	80171	104825	86597	66277	83266	71053	37499	54302	60084	62121	78468	70544	55385	15556	14327	14968	15601	16192	16353	17022	16201	17200	15746	15810	23069	23553	24506	23965	23927	27026	51265	59366	54827	52872	51788	54797
28.709167	101962	92444	115361	108790	154418	126671	190868	200822	109988	140461	100008	59309	168501	149191	76196	99845	126733	101121	90803	16753	105676	19568	108639	155098	19542	20992	20565	180676	21100	21135	34783	36482	34085	35437	33821	35719	73005	81004	75580	78180	82006	78767	50972	67675	112651	52229	57040	57005	77096	111997	75514	66881	82340	73111	37105	57333	60628	61658	78832	72373	56852	15865	14692	15088	15893	16240	16729	16407	16257	16710	15979	15798	23115	23270	24066	24151	23930	27335	50999	58724	53953	52271	51979	54822
28.748333	102908	93363	114518	107546	155332	126825	154850	205204	111244	138583	103686	61772	161663	163291	77428	104727	125836	98371	90379	16603	105139	19554	111448	154388	19728	20947	21046	180857	20909	21298	35731	35787	34890	35266	34515	35987	72942	81975	75600	78196	81261	78607	50195	69116	110820	51880	57575	57245	79017	113060	86318	66182	83871	71782	36729	57154	59679	60321	79216	69197	57537	15251	14496	15255	15760	15695	16820	16495	16441	17107	16170	16354	23082	23492	24344	23994	23352	27240	50548	58763	54946	52934	51547	53832
28.787500	104512	92667	115488	108699	154460	127019	160219	199305	109425	137499	103220	62016	166387	133968	76544	100449	128951	100908	93102	16566	101844	19447	112456	156693	19644	21014	20765	180339	21233	21506	35836	35638	34281	35148	33614	35871	72366	81903	75508	77813	81569	77585	50310	68283	112707	53019	57775	57781	81208	129396	84487	67452	77909	73772	40433	58817	59916	62215	78535	72445	58286	15358	14715	15056	16035	16159	16736	16470	16236	17169	15798	15944	22776	22992	24597	23811	23622	27032	50597	58076	54187	52532	51751	55492
28.826667	104331	91242	114354	107035	152810	126473	177038	198034	110898	139543	103127	60979	161525	139675	76766	112880	125710	99565	95797	16351	107397	19111	114626	140605	19653	21526	20937	180406	21058	21905	34902	35333	34374	34448	33680	36372	72677	81554	74995	77623	82839	77708	50122	70462	114637	52252	57849	58145	78897	114568	81925	66013	77315	71832	37574	56849	60203	62517	80610	70436	56935	15334	14463	15343	15301	16243	16736	16597	16555	17389	16086	16166	23137	23208	23904	23830	23549	26780	50296	58416	52573	52520	51829	53457
28.865833	101921	91866	114839	108597	154882	127013	174916	194015	111661	139897	102240	58281	164743	145843	75969	105975	125163	98130	88994	16337	105405	18406	116198	148071	19574	20549	21219	180767	21338	21324	34964	36182	33784	35200	33985	35770	72077	80618	75592	77928	82250	77669	48871	69623	113060	52116	56962	57027	81430	109392	90188	66320	79316	74603	40620	54357	60390	62550	79377	68527	58200	15672	14358	15067	16237	16266	16182	16670	16014	17413	15669	16259	22969	22973	24759	24086	23806	26695	50261	58674	52994	52805	52025	55051
28.905000	102191	92931	116073	107144	155409	126875	180682	197719	107178	136881	102972	61626	161609	176154	76955	99248	125570	97775	90297	16235	106441	18484	117029	150459	19621	21111	20771	180689	21356	21149	34885	36460	34757	34972	34349	35846	73225	80668	75991	78306	80392	78002	49432	71467	113284	51632	57646	58108	79448	106180	87287	65807	82052	71911	45735	54199	60886	59637	79101	73951	57508	15784	14357	15235	16356	16593	16833	16627	16745	17258	15767	16114	23291	22980	24287	24026	23897	26886	50433	58330	53344	52672	52274	54080
28.944167	103285	92734	114927	107808	156903	128162	163937	185912	109256	138102	103912	60075	159917	174984	74575	100641	125930	97433	87911	16424	110310	19240	118698	155122	19816	20499	20892	180227	20914	21530	35025	36275	34090	35554	33742	35736	73526	82385	75141	78400	80272	78478	50189	69824	114193	50974	57456	57056	80880	120687	80542	67616	82390	72252	41533	57757	60710	61124	79523	72513	57512	15149	14388	15552	15644	16173	16681	16714	16808	17452	15886	16322	22892	23489	24235	23653	23849	27098	50480	58321	53220	52442	51699	54634
28.983333	102647	91696	114663	108070	156243	127374	178367	217057	109210	140118	103412	60610	164181	126378	77323	98054	123979	98174	87586	16224	108940	19353	120212	166928	19601	20688	21277	178850	20657	20963	35639	36418	33875	33917	34118	35963	72195	82431	75477	77658	82082	77723	49561	68345	113571	52459	58296	57519	81220	110833	83366	66905	76764	70849	42580	55814	59575	60290	79568	72529	56355	15496	14333	14788	16013	16363	16777	16779	16479	17352	16089	16315	23480	23030	24204	23847	23853	27112	50632	58675	52600	52692	51494	54410
29.022500	103233	91530	115423	107606	155417	127042	161830	199432	108207	135745	104746	67154	164794	172795	76768	106420	125201	99512	89462	16510	106443	19825	121844	158931	19813	21005	20930	179174	21386	21496	34995	36342	34298	34510	34291	36260	73023	81290	75161	78010	82674	78670	49999	68950	116091	51560	57882	57079	76310	118497	81717	66339	80181	70401	46629	56171	60650	61174	79253	75292	58171	15514	14120	15075	16218	16222	16698	17118	16430	17686	15679	15943	22655	23386	24761	23820	23370	26872	50616	58830	53432	52071	51920	54961
29.061667	103886	91821	116220	107344	156720	126971	179251	201623	108678	128204	104150	62480	160773	121973	75682	103027	126406	98136	88373	16256	108890	20234	121966	157534	19796	21170	21007	179867	21240	21683	34623	35937	34278	35001	34366	36010	72442	82375	75373	77554	82142	79070	49463	69046	116539	52101	58656	56917	77180	99157	88472	67175	79470	71860	48972	57750	61428	61081	78702	71303	57730	15525	14162	14896	16047	16045	16845	16803	16683	17435	15733	16065	22570	23481	24485	23932	23731	27561	50686	59193	53774	53142	52086	55006
29.100833	103933	92205	115201	107537	155045	127401	164373	222902	111064	140171	103512	63411	160109	115614	73631	98987	126433	96542	91786	16385	106526	19941	122971	151401	19848	21028	20766	179181	20924	21635	34896	36365	34151	35180	34326	35690	73115	81608	76474	77821	83459	78351	49400	69284	114727	51014	57702	58111	78248	132255	87902	67151	80199	72050	47727	54473	60318	61533	80379	74293	57953	15442	14465	15221	15978	16668	16647	16464	16522	17207	15479	16390	23075	23098	24461	24306	24179	26869	50772	59241	53092	52706	52224	54647
29.140000	103303	91650	115740	108323	156491	127719	167632	202812	104923	140877	104882	63027	160120	164342	74264	102227	125926	98356	90317	16183	105725	20364	123930	164355	19949	21011	20695	180343	21068	21887	34484	36835	34846	35277	34009	35757	72391	80784	76030	79155	83278	78807	49940	67922	114104	52834	57098	57124	78613	121776	85593	67258	81680	71510	48281	57405	59618	60377	79337	74643	58480	15597	14569	15233	16162	16558	16698	16569	16202	17470	16304	16455	22786	23224	24297	23029	24206	27154	50564	59471	53714	52304	52513	54603
29.179167	104034	91598	115767	107716	156294	127010	172148	191103	108836	132279	104124	66513	164120	128565	76280	100378	126348	99050	91804	16728	106318	20250	124522	148258	19646	21014	21189	179352	20878	21512	35442	35899	34942	35288	34415	35872	73247	82682	76446	78542	83023	78071	49529	69247	114076	51872	57961	56836	76448	96722	72266	66191	81856	73080	46119	55145	60206	61370	79545	78058	58003	15595	14677	15325	16254	16826	16689	16549	16155	17730	16023	16683	23385	23295	24621	23311	23625	26920	51112	58695	54659	52735	51836	55125
29.218333	102993	91062	114759	107743	156178	127400	172174	185025	107014	142043	102500	64762	164624	157452	75271	98077	127203	102044	91773	16305	105187	19450	124979	160435	19950	20880	20503	178166	21584	20958	34466	36062	34237	34367	34211	36089	72348	81082	76099	78063	81898	78402	49955	68295	110119	51105	56699	56535	76636	134992	81168	66766	82732	74173	48434	55847	60411	61147	76362	69653	57385	15667	14448	15363	16124	16400	17029	16445	16351	17562	15809	16688	23467	23620	24413	24357	24111	26905	50840	58912	53525	53037	52087	54363
29.257500	103777	90876	115437	107206	156534	127358	180280	192520	109380	137262	102116	65829	167542	145485	74444	100583	125545	99620	88519	16400	108742	19413	126027	157890	19715	20700	21102	178200	21193	21871	34771	36010	34400	34752	34178	36062	73180	81976	76214	78516	82732	78963	49172	68161	111300	51735	56671	57174	79039	122880	88729	67187	81616	75589	51248	54710	59446	61065	79329	72139	56648	15305	14650	15082	16320	15980	16419	16468	16550	17445	15921	16576	23081	23669	24707	24444	23825	27099	50435	58388	52852	52203	51986	55530
29.296667	104947	91514	116132	106661	154744	126149	169435	189490	106519	142894	101081	66251	167056	159273	75252	104276	125736	99820	88940	16394	101743	19094	126432	151977	19684	21057	20997	179560	21392	21697	35516	36139	34229	34477	33224	36039	73985	82436	76141	77299	82050	78657	48836	69986	112716	51710	56642	57511	78433	109485	87291	66666	80571	73112	49531	56508	59590	62043	78405	71241	56915	15708	14075	15184	16147	15698	16694	16451	16446	17502	16009	16633	23353	23246	24407	24245	23360	27585	51509	58787	53388	52468	52796	54449
29.335833	104787	90793	117279	106836	156738	128145	173341	220012	108501	136213	101767	67328	163316	148106	74909	109895	126603	98729	92874	16433	109916	19353	128953	153694	20016	20666	20622	178342	21580	21246	34467	36250	34155	35093	33591	35960	72431	82255	74607	79014	82497	78773	49542	69481	114630	51195	56301	58041	77014	114396	85762	67278	79452	73380	48686	55073	59127	60909	78580	69257	58075	15549	14404	14748	16142	16548	16606	16528	16530	17049	16176	16777	22813	23401	24357	23873	23724	26957	50039	58273	52928	52283	52187	54532
29.375000	103804	91602	114927	107129	154465	129242	167095	195843	105522	131147	102381	66378	165929	133637	74554	100647	125386	97835	90651	16651	110729	19891	126782	151886	20067	20920	20709	179956	21079	21770	34899	36133	35347	34503	34214	36047	73533	81787	75942	78901	81389	79365	49850	66693	112694	51887	57293	57731	75248	111801	91657	66938	80876	72619	48470	58635	60347	61524	78829	71476	56962	15886	14646	15695	16311	16360	16227	16517	16824	17923	15914	17159	23065	22799	24016	23945	23659	26964	50654	58808	53493	52718	53009	55120
29.414167	104081	91375	116918	105268	155350	128654	162509	201633	108209	126603	102528	65395	165086	161629	74778	103335	125462	103200	89845	16791	100437	19940	128757	143424	19884	21106	20996	179905	20938	21345	35083	35997	34509	34574	33802	36060	73068	81834	76198	78503	81155	79043	49120	70414	113367	52383	57771	56816	80669	116456	92259	66908	81632	70976	47881	54825	60175	60275	80184	74446	57392	15461	14366	14917	16046	16593	16478	17034	16756	17559	15709	17224	23166	23497	24630	24334	23466	26693	50417	58606	53409	52998	53402	54674
29.453333	116271	90685	115600	105439	154979	128567	174218	202549	110355	133145	104552	67848	163816	143987	73801	98235	125236	100461	93438	16152	108236	20081	128685	147997	19638	20756	21288	177975	21377	21696	35122	35897	35134	34248	34058	36309	72899	82498	75973	78773	80699	77835	48637	69324	112454	51687	56899	57168	75613	104221	86235	67530	81180	73754	50640	54151	60654	59851	79037	75064	57689	15318	14447	15278	16321	17016	16450	16752	16219	17346	15715	17290	22920	23495	24214	24245	23824	26855	50629	58845	52327	52631	52375	54598
